index	sentence	label
0	We have noted the excellent visualization of fundus detail in @Disease$ on routine @Diagnostic_tool$.	1
1	@Diagnostic_tool$ screening for central diabetic scotomas and @Disease$.	1
2	The aim of this study was to compare @Diagnostic_tool$, using conventional television, to Amsler grid and patient-reported visual loss for the detection of functional diabetic maculopathy and @Disease$.	1
3	The aim of this study was to compare entoptic perimetry, using conventional television, to @Diagnostic_tool$ and patient-reported visual loss for the detection of functional diabetic maculopathy and @Disease$.	1
4	The aim of this study was to compare entoptic perimetry, using @Diagnostic_tool$, to Amsler grid and patient-reported visual loss for the detection of functional diabetic maculopathy and @Disease$.	1
5	The aim of this study was to compare @Diagnostic_tool$, using conventional television, to Amsler grid and patient-reported visual loss for the detection of @Disease$ and macular edema.	1
6	The aim of this study was to compare entoptic perimetry, using conventional television, to @Diagnostic_tool$ and patient-reported visual loss for the detection of @Disease$ and macular edema.	1
7	The aim of this study was to compare entoptic perimetry, using @Diagnostic_tool$, to Amsler grid and patient-reported visual loss for the detection of @Disease$ and macular edema.	1
8	The presence or absence of new visual decline since the patient's last clinical examination, the presence or absence of central visual field abnormalities using an @Diagnostic_tool$, entoptic perimetry, HVF 10-2, and the presence or absence of clinically significant macular edema (@Disease$).	0
9	The presence or absence of new visual decline since the patient's last clinical examination, the presence or absence of central visual field abnormalities using an Amsler grid, @Diagnostic_tool$, HVF 10-2, and the presence or absence of clinically significant macular edema (@Disease$).	0
10	The presence or absence of new visual decline since the patient's last clinical examination, the presence or absence of central visual field abnormalities using an Amsler grid, entoptic perimetry, @Diagnostic_tool$, and the presence or absence of clinically significant macular edema (@Disease$).	0
11	The presence or absence of new visual decline since the patient's last clinical examination, the presence or absence of central visual field abnormalities using an @Diagnostic_tool$, entoptic perimetry, HVF 10-2, and the presence or absence of @Disease$ (CSME).	0
12	The presence or absence of new visual decline since the patient's last clinical examination, the presence or absence of central visual field abnormalities using an Amsler grid, @Diagnostic_tool$, HVF 10-2, and the presence or absence of @Disease$ (CSME).	0
13	The presence or absence of new visual decline since the patient's last clinical examination, the presence or absence of central visual field abnormalities using an Amsler grid, entoptic perimetry, @Diagnostic_tool$, and the presence or absence of @Disease$ (CSME).	0
14	The sensitivities and specificities for the detection of @Disease$ were: subjective impression, 6 of 24 eyes (25.0%) and 52 of 80 eyes (65.0%); Amsler grid, 9 of 24 eyes (37.5%) and 59 of 80 eyes (73.8%); and @Diagnostic_tool$, 17 of 24 eyes (70.8%) and 44 of 80 (55.0%) eyes.	1
15	The sensitivities and specificities for the detection of @Disease$ were: subjective impression, 6 of 24 eyes (25.0%) and 52 of 80 eyes (65.0%); @Diagnostic_tool$, 9 of 24 eyes (37.5%) and 59 of 80 eyes (73.8%); and entoptic perimetry, 17 of 24 eyes (70.8%) and 44 of 80 (55.0%) eyes.	1
16	@Diagnostic_tool$ is 87% more sensitive than the subjective impression of visual decline (P  <  0.001) and 100% more sensitive than Amsler grid (P  <  0.001) for the detection of central scotomas in @Disease$ patients.	0
17	Entoptic perimetry is 87% more sensitive than the subjective impression of visual decline (P  <  0.001) and 100% more sensitive than @Diagnostic_tool$ (P  <  0.001) for the detection of central scotomas in @Disease$ patients.	0
18	For the detection of @Disease$, entoptic perimetry is 183% more sensitive than subjective impression (P = 0.007) and 89% more sensitive than @Diagnostic_tool$ (P = 0.008).	1
19	For the detection of @Disease$, @Diagnostic_tool$ is 183% more sensitive than subjective impression (P = 0.007) and 89% more sensitive than Amsler grid (P = 0.008).	1
20	Hence, entoptic perimetry, performed using @Diagnostic_tool$, has the potential to be an effective, inexpensive, and widespread adjunct to surveillance examinations for the early detection of @Disease$.	1
21	Hence, @Diagnostic_tool$, performed using conventional television, has the potential to be an effective, inexpensive, and widespread adjunct to surveillance examinations for the early detection of @Disease$.	1
22	@Diagnostic_tool$-based observation of the natural history of drusenoid lesion in eyes with @Disease$.	1
23	To use spectral domain optical coherence tomography (@Diagnostic_tool$) to investigate risk factors predictive for the development of atrophy of drusenoid lesions (DLs) (drusen and drusenoid pigment epithelium detachment) in eyes with @Disease$ (NNVAMD).	0
