0.58670604	0.413294
0.5936045	0.40639552
0.5989798	0.40102023
0.6021992	0.39780083
0.54471457	0.45528546
0.5650326	0.4349674
0.5810695	0.41893047
0.5682292	0.4317708
0.51981497	0.480185
0.5566018	0.44339815
0.5556084	0.44439158
0.5489707	0.45102927
0.51726913	0.48273084
0.5312823	0.4687177
0.53839254	0.4616074
0.5249051	0.4750949
0.53287095	0.46712905
0.5230908	0.47690922
0.55103135	0.44896868
0.5571086	0.44289145
0.5397331	0.46026686
0.53761905	0.46238092
0.5579779	0.44202203
0.5367062	0.4632938
0.5258927	0.47410727
0.5150741	0.48492593
0.56143373	0.43856624
0.54524165	0.4547584
0.57226914	0.42773086
0.53155035	0.46844956
0.52689743	0.47310254
